date,open,close,high,low,volumeP
1040724,138,137,138,136,5342465602
1040727,135,134,135.5,134,6060338122
1040728,135,134,136.5,134,4833495065
1040729,135,135.5,136,134.5,4119983712
1040730,136,138.5,139,136,5121289968
1040731,140.5,139.5,140.5,137.5,5626919922
1040803,138.5,134.5,138.5,134.5,4581161735
1040804,135,136.5,136.5,134.5,3727032372
1040805,135.5,134,135.5,134,3847991545
1040806,136,134,136,132,5305805578
1040807,133,133,133.5,131.5,4053463871
1040810,131,129,131,125.5,8428219770
1040811,133.5,130.5,133.5,130.5,8701858164
1040812,129.5,128.5,130,127.5,5897521548
1040813,129,128,130,127.5,5611218672
1040814,128,126,128.5,125,5093780530
1040817,125.5,124,125.5,123,4826111748
1040818,125,126,126.5,125,5252723656
1040819,127.5,125,127.5,124,5917827915
1040820,124.5,126,126,123.5,4841207748
1040821,123,121,124.5,121,8241493111
1040824,120,115,121,112.5,13766338730
1040825,118,123.5,124,117.5,12096689497
1040826,121,122.5,124.5,119.5,8066184686
1040827,125,124,125,122,6648501174
1040828,127,125,127,124.5,5251054885
1040831,126,129,129,123.5,7220131440
1040901,127.5,124,127.5,124,5307014000
1040902,123,125.5,127,123,4657522507
1040903,127.5,127,127.5,125,3037526707
1040904,126.5,125,127,123.5,2886200250
1040907,124.5,122.5,126,122,3228675340
1040908,122.5,123,123.5,122,1857557798
1040909,126.5,129,129,126.5,6910196909
1040910,127,125,128,125,4288394042
1040911,125.5,127.5,127.5,124,3097236675
1040914,128,127.5,129,126,3261310994
1040915,127.5,126,128,125.5,2806493840
1040916,128,129.5,130,127.5,5691421260
1040917,130.5,131,131.5,130,6868009789
1040918,129.5,131.5,131.5,129,4261707884
1040921,130,129.5,130,128.5,4552208310
1040922,130,129,130,128.5,2374696906
1040923,127,124.5,127.5,124.5,4465469498
1040924,127,127,128,125.5,5671247864
1040925,127,127,127.5,125,3121881939
1040930,128,130,131,127,9885619568
1041001,131,133.5,134,129.5,7046980737
1041002,132.5,132,132.5,131.5,3337391624
1041005,133,132.5,133.5,131.5,4096025572
1041006,135,133,135.5,132.5,6677173341
1041007,133.5,135,135,133,4380090918
1041008,137,136,137,135,4365954735
1041012,137,138.5,139,136.5,7125126614
1041013,138.5,137.5,138.5,136,5105783075
1041014,136.5,136.5,137.5,136,8795254492
1041015,139,140,141,139,10255043760
1041016,137,137.5,137.5,136,5091352293
1041019,138.5,138,139,137,3606826449
1041020,139,139,139,137.5,3984111090
1041021,139.5,138.5,140,137.5,2770902949
1041022,138,137.5,138.5,137,2089852382
1041023,140,140,140.5,139,4984092182
1041026,140.5,140,140.5,139,3416504880
1041027,138.5,139,140,137.5,3679734913
1041028,137,138,139,137,3104131564
1041029,139,136.5,139.5,136.5,2815951517
1041030,137,136.5,137.5,136,3870125863
1041102,138.5,137.5,138.5,135.5,3118360787
1041103,138.5,139.5,140,138,5082111090
1041104,141.5,144.5,144.5,141,10841451697
1041105,144,142.5,144.5,142.5,5414337809
1041106,144,140,144,139,7276506260
1041109,141,142,143,140.5,3518529742
1041110,141.5,139.5,141.5,139,3261350610
1041111,140.5,137.5,140.5,136.5,4066008922
1041112,138.5,138.5,139,138,2284668490
1041113,137.5,136,139,136,3148276101
1041116,134,135,135.5,134,4335757140
1041117,138,138.5,140,137.5,3926485043
1041118,139.5,137,140,136.5,4057302068
1041119,138.5,140.5,140.5,138,4004226290
1041120,140.5,141,141,140,3041708710
1041123,141,141,141.5,140,2890125945
1041124,140,139.5,141.5,139.5,3261352468
1041125,139.5,141,141,138.5,4841255700
1041126,141,142.5,142.5,140,4672046212
1041127,143,139,143,139,3747289825
1041130,136.5,139,139,136,15219982613
1041201,140.5,142.5,142.5,138.5,6882084076
1041202,144,142.5,144,142,4545318756
1041203,141.5,142.5,143,141.5,4013101755
1041204,141,140.5,142.5,140.5,4481042445
1041207,142,143.5,144.5,142,5902665174
1041208,143.5,142.5,144,141,4846422179
1041209,142,140.5,142,140.5,4323363409
1041210,140.5,141,141.5,139,5817845601
1041211,141,139.5,142,139,4494186536
1041214,137.5,139,139.5,137.5,5217880999
1041215,139.5,138,140.5,138,3891713298
1041216,142,143.5,144,141,8381627759
1041217,144.5,145,145,143,5005823882
1041218,143,142,145,142,5964658320
1041221,141.5,141.5,142.5,140.5,3808022515
1041222,141,142,142,140.5,2431736616
1041223,141,141.5,143,140.5,2576333960
1041224,143,142,143.5,142,1926688090
1041225,142,143,143.5,142,880104962
1041228,143.5,143.5,144,143,1555902665
1041229,143.5,142,144,141.5,1848992618
1041230,142.5,142.5,144,142,2098167063
1041231,142,143,144,141,2671826764
1050104,142.5,139.5,143.5,139,6137797502
1050105,139,138,140,137,6436850512
1050106,138,135.5,138,135,7321139064
1050107,134.5,133,135,130.5,8432791819
1050108,132,134,135,132,7022206705
1050111,133,133,134.5,130.5,6430758978
1050112,133,133,134,131.5,4657051312
1050113,133.5,133.5,135.5,133,6719817674
1050114,130.5,131.5,132,130.5,5177864180
1050115,137.5,137,138,135.5,10911032870
1050118,135,137,138,134.5,5054777797
1050119,137.5,138,138,136,3422485906
1050120,137.5,134.5,137.5,133.5,6000662670
1050121,134,135,136.5,134,4320114707
1050122,136.5,138.5,138.5,136,4657789586
1050125,140,139.5,140,139,3800915858
1050126,137.5,137.5,139,137,3325848455
1050127,139,139.5,139.5,138.5,3417457021
1050128,138,140,140.5,138,5281967085
1050129,138.5,143,143,138,8136870712
1050130,142.5,142,143,141,1683794730
1050201,144,144,144,141.5,6278170924
1050202,144,142.5,144.5,141.5,3624574210
1050203,145,146,146,144.5,10413868630
1050215,142,145,146.5,142,11147911270
1050216,146,147.5,148,145.5,8269447009
1050217,149,148,149,147,5700550482
1050218,150,151,151,149.5,9304766800
1050219,149,151,151,149,5618619050
1050222,149.5,151,152.5,149.5,4489653531
1050223,150.5,149.5,151,149,3365510724
1050224,149.5,148,150.5,147,3279735952
1050225,149,150.5,151,148.5,3783097850
1050226,151,149,151.5,148,6913777396
1050301,148.5,152,152,148.5,6637110793
1050302,154,153,154.5,153,5548587572
1050303,154,154,154.5,153,4438187013
1050304,153,152.5,153.5,151.5,5763190355
1050307,152.5,152,153.5,151,3655841160
1050308,151,152,152,149.5,6126859884
1050309,152,153,153,150.5,3739057432
1050310,153,154.5,154.5,151.5,4806652328
1050311,154.5,155,155,153,4837597155
1050314,156.5,156,157.5,155.5,5161781768
1050315,155,154.5,156.5,153,4559507978
1050316,155.5,156,156,154,4833620497
1050317,159.5,158.5,160,157.5,8305206845
1050318,158.5,159.5,159.5,158.5,9212470709
1050321,160,160,160,158,4409309006
1050322,159.5,158.5,159.5,157,4629935904
1050323,158.5,159.5,159.5,158,4683223247
1050324,158,158.5,159,157,3975166192
1050325,158.5,158,159,157,1727600287
1050328,158,159,159,157,2513686562
1050329,158.5,159,159.5,158,3039163868
1050330,158.5,161.5,162,158.5,7394950933
1050331,162,162,163,159,8719278002
1050401,161,158.5,161,157.5,5490320944
1050406,155.5,153.5,156,153.5,9740564255
1050407,155,154.5,155,152.5,5527003723
1050408,154,157.5,158,154,6638324522
1050411,156,158.5,159,155.5,3653174233
1050412,157.5,158.5,159.5,157.5,2355629198
1050413,160,161.5,162,159.5,6494549624
1050414,162,161.5,162.5,160,5048472016
1050415,157,159.5,160,156,7971481408
1050418,158,158,158.5,157.5,3294127620
1050419,160,157.5,161,157,4378113806
1050420,157.5,154,158,154,6743768418
1050421,156,157,157,154,4748320930
1050422,155.5,156.5,158,155,4585332483
1050425,156.5,157.5,157.5,156,2304985871
1050426,156.5,158,158.5,156.5,2921600608
1050427,156,156.5,157.5,155.5,5787771232
1050428,157.5,153,158,153,7596743626
1050429,151,150,151,149,11394504924
1050503,148,147.5,148.5,146.5,10159653180
1050504,147,147,149,146.5,8191113993
1050505,147.5,147.5,148.5,146,5994815468
1050506,148.5,148,148.5,147,5824459658
1050509,148.5,147.5,149,146.5,5865540512
1050510,147,147,148,146.5,5773106349
1050511,148.5,147,149,146.5,6728618767
1050512,147,146,148,146,3525768415
1050513,145,144,145.5,143,8748587885
1050516,143,144.5,145.5,143,4658963140
1050517,145.5,147,147,145,4782396061
1050518,146,147,147,145,4552181579
1050519,148,147,148.5,145.5,5165152743
1050520,147.5,148.5,149.5,147,5647033644
1050523,150.5,154,154.5,149.5,7660606060
1050524,152.5,151,153.5,151,3904883920
1050525,153.5,154.5,155,152.5,5441691960
1050526,154.5,155,155,153.5,2908894278
1050527,156,156.5,156.5,154.5,4146288768
1050530,157,157,158,155,6001068751
1050531,156.5,156.5,157.5,155,10968771725
1050601,156,159,159,156,4386766007
1050602,159,159,160,158,3500288755
1050603,159,160.5,160.5,159,5124469706
1050604,160,160,160,159.5,420392883
1050606,161,161,162,160,4651663660
1050607,161.5,162,163.5,161,7726094806
1050608,164,165.5,166,163.5,7522713617
1050613,161,162,162.5,161,8843806836
1050614,161,162,163,161,4508801432
1050615,162,163,163,161,4763332856
1050616,161.5,160.5,162.5,159.5,5942664024
1050617,162.5,163,164.5,162,5117145004
1050620,164.5,163,165,163,4090155341
1050621,164,165.5,165.5,163.5,4621986401
1050622,164.5,166,166,163.5,5013175385
1050623,165.5,164,166,164,3715357864
1050624,164,159,164,154.5,13854488100
1050627,154.5,155.5,156,154,6739714431
1050628,155.5,157,157.5,155,6111752511
1050629,158.5,159,160,158,5108302566
1050630,161,162.5,163,159.5,6916567646
1050701,164.5,166,166,163.5,6042239175
1050704,165.5,166,166.5,164.5,4302829364
1050705,165,164,165.5,164,2697844648
1050706,163,161.5,163,160.5,5661722124
1050707,163.5,164.5,165,163,4009459272
1050711,170,170,170.5,168.5,9066254650
1050712,171,171,171.5,169.5,7177356520
1050713,169.5,168.5,170,167,8708079977
1050714,167,169,170,167,6094183541
1050715,168,169.5,169.5,166.5,7039081421
1050718,168,169.5,170,168,4188965471
1050719,170.5,170.5,170.5,169,7424369044
1050720,170,170,170.5,169,6633505533
1050721,171,172,172,170,6034355320
1050722,172,171,172,170.5,5106380820
1050725,172,171.5,173,169,4645419181
1050726,172,173,173,171.5,5634149876
1050727,175,175,176,174.5,6318691514
1050728,175,176.5,176.5,173,5464444857
1050729,177,172.5,177,172.5,5229445495
1050801,175,177,177,174.5,6112481446
1050802,177.5,176,177.5,175.5,2707287048
1050803,172.5,172.5,174,172,3745324328
1050804,173,174.5,174.5,172.5,2481942916
1050805,175,177,177.5,174,4555686581
1050808,178,178,178,176.5,2882438800
1050809,178.5,178.5,179.5,177,2940137770
1050810,179,179.5,179.5,178,3453612114
1050811,177.5,176.5,178,175.5,4982106809
1050812,178.5,177.5,178.5,177,4264514880
1050815,178.5,179,179,177.5,2438220101
1050816,178,175.5,179,175,6042810224
1050817,177,177,177.5,176,4272164742
1050818,176,176,176.5,175,4897229556
1050819,177,174.5,177.5,174,4116962848
1050822,173,173,174,171.5,3765989158
1050823,174,174,175,173.5,3742518814
1050824,175,173.5,175.5,173.5,2182702578
1050825,175,177,177,174.5,4223271748
1050826,175,177,177,175,2788761532
1050829,175,176.5,177,174,2980249547
1050830,176,174.5,176.5,174,3452895298
1050831,176.5,176,177,174.5,7408331135
1050901,176,173.5,176,173,4486398290
1050902,176.5,174.5,176.5,174,3368711120
1050905,176.5,176.5,177.5,176.5,4884204996
1050906,177,179,179,176.5,5218919616
1050907,180.5,184,185,180,9311446211
1050908,182.5,183,184.5,182.5,5555013307
1050909,181,179.5,181,179.5,5518555160
1050910,177,178,179,176,2747098264
1050912,177.5,175,177.5,174,7504512206
1050913,176.5,175,176.5,173.5,6736154003
1050914,174,173.5,176,173.5,9216408104
1050919,179.5,182.5,183,178.5,10375685848
1050920,182,183,183.5,181.5,4319888712
1050921,181,184,184,180.5,4805884782
1050922,185,185.5,185.5,183.5,3921937500
1050923,185,187.5,187.5,184.5,4313995664
1050926,183.5,183,185,183,4635639758
1050929,185.5,185.5,187.5,185.5,10764097342
1050930,185.5,182.5,186.5,182.5,8309463356
1051003,186,186,186.5,184.5,3525971989
1051004,185,187,187,185,3191090272
1051005,186,186,186,184.5,3549073494
1051006,185,187.5,187.5,185,2928528801
1051007,188,188,188,186,2969715475
1051011,191,187.5,191,186,5874765484
1051012,186.5,189.5,190,186,4625439668
1051013,190.5,188.5,191,187,7675208676
1051014,187,188,189,186.5,6450978969
1051017,186.5,186.5,187.5,185,7051992670
1051018,186.5,187,187,185.5,7582450283
1051019,187.5,189.5,189.5,187.5,7206475473
1051020,189.5,190.5,190.5,189,2989556440
1051021,191,188.5,192,188.5,4246605266
1051024,191,191,191,189.5,2742131352
1051025,192,193,193,191,3680309682
1051026,190.5,191.5,192.5,190.5,4758575792
1051027,191.5,188.5,191.5,188.5,5089143513
1051028,189.5,189.5,190,188.5,6268990744
1051031,189,188.5,190.5,186.5,4871340189
1051101,188.5,189.5,189.5,187.5,2854597839
1051102,187.5,186,188,186,3085447900
1051103,185.5,184.5,186.5,184.5,4724824155
1051104,184.5,184.5,186,184,2791857480
1051107,186.5,189,189,186,4023208624
1051108,190,188.5,190,188,3011077756
1051109,190,182,190.5,182,10245544000
1051110,187,185.5,188,185.5,7258713102
1051111,181.5,181.5,183,181,12291321069
1051114,181,180.5,182,180,8680850609
1051115,179.5,180,182,179,6055348577
1051116,180.5,180,183,180,6403374640
1051117,182,181.5,182.5,180.5,4214237980
1051118,181.5,181,181.5,180,4291503493
1051121,180.5,181,181.5,180,2824317313
1051122,182,184,185,181.5,5758734362
1051123,184.5,185.5,186.5,184,4278324376
1051124,184,183,185,183,3505303784
1051125,182.5,182,183.5,182,1866763623
1051128,181.5,184,184,181.5,4097502666
1051129,183.5,182,185,182,4930405401
1051130,181.5,183,183,181.5,9882147890
1051201,182,183,183,181.5,2540480903
1051202,179,178,179.5,178,9634395330
1051205,178,179,180,178,5771614169
1051206,181,182,183,180.5,5051414702
1051207,183,181.5,183.5,181.5,2645149219
1051208,184,185.5,185.5,183,5030766288
1051209,186,186,186,184.5,4618750580
1051212,186,185,187,184,3494579936
1051213,186.5,186,186.5,184.5,4398859330
1051214,186.5,187.5,187.5,185.5,3131823106
1051215,185,187,187.5,184.5,4508246366
1051216,185.5,185,187,185,6720634530
1051219,184,182.5,184.5,182.5,3763429465
1051220,181,182.5,182.5,180,4394840051
1051221,181,180,182,180,5828554894
1051222,180,179,180.5,179,4758580950
1051223,179,178.5,180,178.5,4359360001
1051226,179,179.5,180,179,1021265940
1051227,180,180,180.5,179.5,1488495160
1051228,181,182,182,180.5,3896591783
1051229,180,180,181.5,180,5453513284
1051230,181,181.5,182.5,180,6647442778
1060103,181.5,183,183.5,181,4300648272
1060104,183,183,184,181.5,4478699942
1060105,182,183.5,183.5,181.5,3913389163
1060106,184,184,184.5,183.5,4250912732
1060109,184,184,185,183,3419409204
1060110,184.5,184,185.5,183.5,3811496280
1060111,185,182,185,181.5,5438136536
1060112,182.5,184.5,185.5,182.5,8959263194
1060113,180.5,181.5,182.5,180.5,9622624651
1060116,180,179.5,180.5,179,5545432320
1060117,180.5,181,181,179.5,2386575839
1060118,180.5,181,181,179.5,4292682797
1060119,179.5,180.5,181,179.5,4673783621
1060120,181,181,181.5,180.5,7658563990
1060123,182.5,185,185,182.5,10699572592
1060124,185,185.5,186.5,184.5,13356900945
1060202,188,184.5,188.5,184,28731441750
1060203,186,184.5,186,183.5,5604884683
1060206,184.5,184.5,185.5,184,5476151588
1060207,183.5,184.5,185,183,4418689272
1060208,183.5,183.5,184.5,183,8371548478
1060209,184,184,185.5,183.5,4320161722
1060210,184.5,185.5,185.5,184,9113650300
1060213,186.5,187.5,188,186.5,4904437753
1060214,189,187.5,190,187.5,8798947193
1060215,187,189,189.5,186.5,7528270012
1060216,190,189,190.5,188,5360502302
1060217,190,189.5,190.5,189,3870482337
1060218,190,189.5,190.5,189.5,667392778
1060220,190,190,190.5,189.5,2523599428
1060221,190,190,190,188.5,6058373156
1060222,190.5,188.5,191,188.5,4946742296
1060223,188,188.5,189.5,187,6809495260
1060224,187.5,189,190.5,187.5,4945608983
1060301,188.5,186,188.5,186,9041728541
1060302,188,186,188.5,185,7603470296
1060303,184.5,184,185,184,5199920850
1060306,184,183.5,184.5,183.5,2321087036
1060307,184,185.5,185.5,184,4214029230
1060308,186,187,188,185.5,7217763409
1060309,185.5,184.5,186,184,5750011305
1060310,184,183.5,184.5,183,4569391905
1060313,185,186.5,186.5,185,2048482530
1060314,188,186,188,186,4564713486
1060315,185.5,186.5,187,185.5,2634475248
1060316,188,190,190,188,6143253446
1060317,189.5,191.5,191.5,189,7377279160
1060320,191.5,191.5,191.5,189.5,3154243641
1060321,192,195,195,191.5,6523324906
1060322,192.5,193.5,193.5,191.5,5349879407
1060323,192,193.5,193.5,192,3628401625
1060324,192,192.5,193,192,3408016684
1060327,194.5,193,194.5,192,5766195556
1060328,195,194.5,195,192.5,7662549266
1060329,194.5,191.5,194.5,191,6501685654
1060330,192.5,191.5,193,190.5,5884771607
1060331,191,189,192,189,6457321080
1060405,189.5,193,193,189.5,8656195632
1060406,193,191.5,193,191,3337417368
1060407,192,191,192,188.5,3624732655
1060410,191,190,191.5,189.5,3307523455
1060411,190,191,191,189,1862488347
1060412,190.5,191,191.5,190,3321982188
1060413,189.5,191.5,192,189.5,2829915284
1060414,189.5,189,189.5,188,5909582565
1060417,189,187.5,189,187.5,3223517863
1060418,188,188,189.5,187.5,5411365190
1060419,187.5,186.5,187.5,186.5,5828201425
1060420,186.5,187,188,186.5,6118457114
1060421,187.5,190,190,187.5,3603058600
1060424,191,190,191.5,188.5,5612973548
1060425,190.5,192,192,189.5,6096631799
1060426,192,191,192,190.5,5951704052
1060427,192,193,193,190.5,6877484808
1060428,193.5,194.5,194.5,193,7446882120
1060502,198.5,196.5,199,195.5,9053856108
1060503,198,198,198.5,197,5390698304
1060504,198.5,198,199,197,4394409518
1060505,197,197.5,198.5,197,3484019026
1060508,199,202.5,202.5,199,7943498809
1060509,205.5,203.5,207,203.5,9920879512
1060510,204,205.5,206,204,6369713620
1060511,204.5,207.5,208.5,204,9144772197
1060512,205,206,207,205,5246098865
1060515,204,206,206,204,5324070590
1060516,205,204.5,205,203.5,7468111624
1060517,203,204,204,203,4599735640
1060518,202.5,203.5,204,201.5,4559780051
1060519,203.5,203,204.5,202.5,3490280961
1060522,203.5,205,205,203,3554245920
1060523,205,205,207,204.5,4738103907
1060524,205,205.5,206,205,3760309975
1060525,206,207,207,205.5,5388004408
1060526,205,207,207,205,6794923568
1060531,206.5,203,207,203,13853122715
1060601,205,207,207,204.5,6096361694
1060602,208.5,209,209,207.5,4845442265
1060603,209,209,209,208,320348914
1060605,209.5,212,212,209,4746962354
1060606,210.5,210.5,211.5,210.5,3243804586
1060607,212,211.5,212.5,210,7342424736
1060608,212,213,213,211.5,4599496993
1060609,214.5,212,215,212,7505851237
1060612,207,207.5,210,207,13135046554
1060613,207,208,208.5,206.5,10381567507
1060614,208.5,207,209.5,206,8113132831
1060615,207.5,208,208,207,4046560581
1060616,207.5,211.5,212,207,6902455266
1060619,211,213,213,210.5,3712290873
1060620,215,216.5,218,214.5,6229988043
1060621,216,215.5,217,214.5,9793828804
1060622,217,218,218,216.5,5674049232
1060623,218,217,218.5,217,8627393668
1060626,212,215,215,212,12848925735
1060627,214,211.5,214,211,9437315205
1060628,209.5,208.5,210,208,10919812400
1060629,210.5,210,210.5,208.5,5678566197
1060630,206.5,208.5,208.5,206.5,6580047422
1060703,207.5,209,209,207,4382736445
1060704,208,207,208.5,207,4476915676
1060705,207,208.5,208.5,206.5,4868199460
1060706,208,207.5,208.5,207,3166474008
1060707,207,206,207.5,205.5,4449245335
1060710,206.5,206,207,206,2749724552
1060711,208,212,212,207.5,7275696778
1060712,211,210.5,212.5,210.5,5690155100
1060713,212,214.5,216,211.5,10735533186
1060714,213,213,214.5,212,4773890099
1060717,215,213,215.5,211.5,4566620338
1060718,213,214,214,212,3998545790
1060719,212.5,214.5,215,212.5,4428023668
1060720,215,215.5,215.5,214,4468108550
1060721,214,214,215,213.5,3302914894
1060724,213.5,214.5,214.5,213,4279712228
1060725,214,214,214.5,213.5,2965264666
1060726,215,213,215,212.5,3393269119
1060727,213.5,215.5,216,213.5,4959471015
1060728,213,213,214,212.5,4498197191
1060731,211.5,214.5,214.5,211.5,4352541276
1060801,212.5,212,214,212,4325934287
1060802,214,216,216,214,6574998275
1060803,213,213.5,214,212.5,5779905218
1060804,213.5,213,214,212.5,4735259954
1060807,213.5,216,216.5,213.5,4653776958
1060808,217.5,217.5,219,216,5483118368
1060809,215,214.5,215.5,213.5,6035247455
1060810,215.5,214,215.5,212.5,5866558686
1060811,211,212.5,213.5,210.5,8803564627
1060814,213.5,211,214,210,6233486198
1060815,213,214,214.5,213,3073117310
1060816,214.5,213,214.5,211,5357190370
1060817,213.5,214,214,213,1785167148
1060818,212,212.5,213,211,3043468038
1060821,212.5,211.5,213,211.5,2934064688
1060822,213.5,214.5,214.5,213,3710809960
1060823,215.5,215.5,216,214,2531926275
1060824,216,217,217,215.5,3341510582
1060825,217.5,217.5,217.5,216,2384766481
1060828,215,216,216.5,215,3564102094
1060829,216,216,216,215,3569385647
1060830,216,217.5,218,216,4274683770
1060831,217.5,216.5,218,215.5,5837056904
1060901,215,216.5,217.5,215,3851834126
1060904,216.5,217.5,218,215.5,3273164145
1060905,218,218,218,216.5,7503488603
1060906,216.5,217,218,216,6117444609
1060907,218,217,218.5,216,4170321680
1060908,217,218,218,216.5,5549520265
1060911,219,217,219.5,216.5,4215723762
1060912,219,219,219.5,217.5,5437521978
1060913,217.5,218,219,217.5,3998984438
1060914,218.5,218.5,219,217.5,4701852606
1060915,218.5,218.5,219,217,10668230939
1060918,219,219.5,220,218,3905801892
1060919,221.5,221.5,221.5,220,5742129525
1060920,221,221.5,222,220,5179958449
1060921,221,221,223,220,4125047365
1060922,221.5,218.5,222,218.5,4930530220
1060925,217.5,217,218.5,217,3797761662
1060926,217.5,214,218,214,5392244669
1060927,217.5,215,217.5,215,5353580844
1060928,215,214,216,213.5,6788534834
1060929,216,216.5,217.5,215.5,5184362760
1060930,218,216.5,218.5,216.5,924823765
1061002,219.5,220.5,220.5,218.5,6233064680
1061003,219,222.5,223,219,8497244691
1061005,222,224.5,225.5,222,5691251336
1061006,225,224.5,225.5,223.5,3604683862
