date,open,close,high,low,volumeP,pos,neg,pos,neg
1040604,97,94.5,97.1,94.4,5614439163,0.230769231,0.769230769,0.5,0.5
1040605,94,94.3,95.4,93.5,3981756910,0.5,0.5,0.5,0.5
1040608,94.7,94.9,95.4,93.8,2926560889,0.444444444,0.555555556,0.5,0.5
1040609,94.9,93.2,95,93.1,2657562632,0.571428571,0.428571429,0.5,0.5
1040610,95,95.6,95.6,94.5,3512862247,0.75,0.25,0.381368226,0.618631774
1040611,96.3,95.8,96.7,94.5,3602137890,0.727272727,0.272727273,0.5,0.5
1040612,95.8,95,95.8,94.9,1477377095,0.777777778,0.222222222,0.5,0.5
1040615,94.5,94,95.1,94,1799179136,0.769230769,0.230769231,0.5,0.5
1040616,94.9,94.8,94.9,93.6,2192647188,0.444444444,0.555555556,0.5,0.5
1040617,95,94.4,95,93.9,2493995347,0.555555556,0.444444444,0.5,0.5
1040618,94.6,94.6,95,94,2433827978,0.75,0.25,0.046765113,0.953234887
1040622,95.5,97.2,97.3,95.5,3831081444,0.818181818,0.181818182,0.5,0.5
1040623,97.7,97.1,98.3,97,3087370084,0.578947368,0.421052632,0.284465931,0.715534069
1040624,96.9,97.6,97.7,96.9,2244628166,0.296296296,0.703703704,0.226875904,0.773124096
1040625,98.8,99,99.7,98.4,7635548061,0.507042254,0.492957746,0.342051942,0.657948058
1040626,99.3,99.2,99.3,98.5,4384863495,0.552631579,0.447368421,0.289971689,0.710028311
1040629,98.1,96.9,98.1,96.6,3585039948,0.7,0.3,0.5,0.5
1040630,96.9,97,97.4,96.5,2610964540,0.6875,0.3125,0.2906354,0.625395135
1040701,97.4,98,98.3,97,2484753850,0.9,0.1,0.5,0.5
1040702,97.9,98,98.3,97.6,2033316903,0.75,0.25,0.5,0.5
1040703,97.7,97.3,97.7,97,1246066258,1,0,0.5,0.5
1040706,96.3,96.3,97.3,95.9,2225851983,0.625,0.375,0.5,0.5
1040707,97.5,97.3,97.8,96.9,1628259115,0.666666667,0.333333333,0.5,0.5
1040708,97.3,94.5,97.4,94,4850678809,0.375,0.625,0.215265383,0.784734617
1040709,91.5,93.4,94.3,91.5,3977903672,0.461538462,0.538461538,0.143101565,0.856898435
1040713,94.5,96.2,96.2,94.4,2965898730,0.875,0.125,0.5,0.5
1040714,96.8,94.7,97.2,94.7,3535155650,0.666666667,0.333333333,0.5,0.5
1040715,95.9,95.7,96,94.6,2221229951,0.35,0.65,0.5,0.5
1040716,96.5,96,96.5,95.3,1673028310,0.444444444,0.555555556,0.5,0.5
1040717,96,95.1,96.1,95.1,1908646515,0.636363636,0.363636364,0.275726199,0.715424244
1040720,95.9,95.1,96.1,94.9,1499989072,0.833333333,0.166666667,0.5,0.5
1040721,95.8,96.3,96.3,95.1,1513555268,0.714285714,0.285714286,0.5,0.5
1040722,95,94.8,95.8,94.7,2750387594,0.583333333,0.416666667,0.5,0.5
1040723,93.5,90.5,94.3,90.5,7600563520,0.636363636,0.363636364,0.270443408,0.729556592
1040724,90.7,90.5,91.5,89.5,3833691082,0.8,0.2,0.5,0.5
1040727,90.4,90.1,91.1,90,2377556457,0.4375,0.5625,0.5,0.5
1040728,90.1,90,91,90,2508598179,0.666666667,0.333333333,0.5,0.5
1040729,90,91.5,91.5,87.5,4535532089,0.571428571,0.428571429,0.168619587,0.831380413
1040730,91.5,90.9,92.1,90.5,2667853099,0.75,0.25,0.415454716,0.584545284
1040731,91.1,90.7,91.3,90.3,2529515615,0.571428571,0.428571429,0.5,0.5
1040803,91,89.2,91,88.3,3153226088,0.571428571,0.428571429,0.242069145,0.757930855
1040804,89.2,89.5,90.3,88.1,2908040828,0.333333333,0.666666667,0.5,0.5
1040805,88.6,89,89.5,88.6,2692998724,0.636363636,0.363636364,0.5,0.5
1040806,89,88.5,89.6,88.1,2817623284,0.636363636,0.363636364,0.5,0.5
1040807,88.2,88.5,88.9,87.6,1944425995,0.416666667,0.583333333,0.333561578,0.666438422
1040810,88.5,88.5,89.2,87.8,1975040389,0.875,0.125,0.439331653,0.560668347
1040811,90,88.5,90.5,88.4,3386727039,0.75,0.25,0.5,0.5
1040812,87.5,86.5,88.2,86.5,3719183409,0.333333333,0.666666667,0.473488712,0.526511288
1040813,86.5,87.4,87.5,86.4,2601705982,0.571428571,0.428571429,0.5,0.5
1040814,88.1,88.7,89.4,88.1,3315900319,0.7,0.3,0.5,0.5
1040817,89,88.2,89,88,1635590700,0.2,0.8,0.5,0.5
1040818,89,88.3,89.3,88.2,1622453875,0.375,0.625,0.5,0.5
1040819,88.3,88.1,88.8,87.6,2648943478,0.272727273,0.727272727,0.346572723,0.653427277
1040820,87.7,87.4,88.4,87.1,2419306775,0.333333333,0.666666667,0.5,0.5
1040821,86.3,85.5,87.2,85.5,3963365613,0.157894737,0.842105263,0.5,0.5
1040824,83,81.6,84.9,77.9,7213060618,0.4375,0.5625,0.5,0.5
1040825,81,85,85,81,5087320875,0.285714286,0.714285714,0.5,0.5
1040826,84,83.5,84.7,83.1,4911008860,0.666666667,0.333333333,0.5,0.5
1040827,84,84.6,85.3,84,5813258360,0.857142857,0.142857143,0.733568673,0.266431327
1040828,86.9,88.6,89.2,86.2,5730492576,0.814814815,0.185185185,0.441808209,0.558191791
1040831,89.5,92.5,92.5,88.8,5657867812,0.708333333,0.291666667,0.5,0.5
1040901,91.5,89.8,91.5,89.4,5493452850,0.576923077,0.423076923,0.299720685,0.700279315
1040902,89.4,90.6,91.2,89.1,9552235467,0.642857143,0.357142857,0.5,0.5
1040903,84,83.9,84.7,83.5,8666817257,0.827586207,0.172413793,0.068159473,0.931840527
1040904,84,83,84.3,83,3618908584,0.666666667,0.333333333,0.5,0.5
1040907,82.9,82.9,83.7,82.6,1575915960,0.25,0.75,0.5,0.5
1040908,82.9,82.8,83.4,82.7,1201540368,0.4,0.6,0.5,0.5
1040909,83.7,85.5,85.5,83.7,3592520886,1,0,0.5,0.5
1040910,85,84.6,85,84.3,2614101735,0.615384615,0.384615385,0.365864834,0.634135166
1040911,84.6,84.7,84.9,84.2,2340522880,0.470588235,0.529411765,0.5,0.5
1040914,85,85.1,85.4,84.3,1743527313,0.8,0.2,0.5,0.5
1040915,85.3,84.7,85.4,84.3,1996180443,0.909090909,0.090909091,0.5,0.5
1040916,85.2,85,85.2,84.5,2112506820,0.678571429,0.321428571,0.24850278,0.75149722
1040917,85.7,85.5,86.4,85.3,2886245192,0.866666667,0.133333333,0.5,0.5
1040918,85.5,85.5,85.9,85,3166371052,0.571428571,0.428571429,0.201362831,0.798637169
1040921,84.7,84.2,84.9,84,2470567196,0.555555556,0.444444444,0.287683855,0.712316145
1040922,84.5,85.1,85.1,84.5,1580477473,0.5,0.5,0.5,0.5
1040923,84.4,84.1,84.6,83.9,2505805328,0.52173913,0.47826087,0.5,0.5
1040924,84.4,83.6,84.6,82.7,1837981063,0.785714286,0.214285714,0.5,0.5
1040925,84,84.3,84.7,83.5,1599940034,0.529411765,0.470588235,0.5,0.5
1040930,83.9,85.6,85.6,83.6,4167102069,0.272727273,0.727272727,0.5,0.5
1041001,84.9,85.9,86,84.7,2387878433,0.461538462,0.538461538,0.5,0.5
1041002,86.2,85.7,86.3,85.1,2021793242,0.555555556,0.444444444,0.348952907,0.651047093
1041005,86.2,86,86.2,84.9,1871427412,0.384615385,0.615384615,0.5,0.5
1041006,86.5,86.4,86.9,86.1,2176956808,0.363636364,0.636363636,0.5,0.5
1041007,86.2,86.9,86.9,86,2379117043,0.375,0.625,0.362395905,0.637604095
1041008,87.4,86.7,87.5,86.4,1885962339,0.777777778,0.222222222,0.5,0.5
1041012,87.8,88.1,88.5,87.6,4067572211,0.666666667,0.333333333,0.5,0.5
1041013,88.2,87.5,88.3,87,2599505768,0.571428571,0.428571429,0.5,0.5
1041014,87.5,86.1,87.5,86,2647842176,0.357142857,0.642857143,0.429089604,0.570910396
1041015,87.3,86.7,88,86.7,3642002507,0.363636364,0.636363636,0.053348374,0.946651626
1041016,87.6,87.8,87.8,87.2,2022519327,0.590909091,0.409090909,0.5,0.5
1041019,88.2,87.7,88.2,86.9,2271699800,0.555555556,0.444444444,0.5,0.5
1041020,87.9,87.1,88,86.9,1915072574,0.636363636,0.363636364,0.5,0.5
1041021,87.5,86.4,87.8,86.3,1611727259,0.8,0.2,0.5,0.5
1041022,86.2,86.6,86.6,85.9,1996815157,0.714285714,0.285714286,0.5,0.5
1041023,87.8,87.4,87.8,87,2356346543,0.846153846,0.153846154,0.179479695,0.820520305
1041026,88.6,88.7,88.7,88.2,3221857316,0.777777778,0.222222222,0.5,0.5
1041027,89,88.6,89,87.5,3253418621,0.857142857,0.142857143,0.382249124,0.617750876
1041028,88.3,88,88.5,87.5,1774946308,0.571428571,0.428571429,0.555579234,0.444420766
1041029,88,86.8,88.3,86.6,2598306587,0.666666667,0.333333333,0.256091272,0.743908728
1041030,87,86.6,87.4,86,2224536565,0.8,0.2,0.5,0.5
1041102,87.2,87.4,87.4,86.2,1416776084,0.833333333,0.166666667,0.5,0.5
1041103,87.6,87.8,88,86.8,2277591757,0.833333333,0.166666667,0.5,0.5
1041104,88.2,88.7,89,87.8,3741702432,0.75,0.25,0.5,0.5
1041105,88.7,88.2,88.7,88.2,1790940919,0.75,0.25,0.5,0.5
1041106,87.9,86.6,88.5,86.5,3153063823,0.428571429,0.571428571,0.5,0.5
1041109,86.5,86,86.9,85.8,1938429559,1,0,0.5,0.5
1041110,85.1,84.5,85.4,84.5,3319752285,0.615384615,0.384615385,0.27006173,0.72993827
1041111,84,83.4,85,83,3939712288,0.333333333,0.666666667,0.358616331,0.641383669
1041112,83.5,83.9,84.3,83.4,1864353620,0.333333333,0.666666667,0.5,0.5
1041113,83.5,83.6,84.7,83.2,2286155384,0.5,0.5,0.161083693,0.838916307
1041116,82.7,82.8,83.5,82.6,2957283774,0.428571429,0.571428571,0.367550338,0.632449662
1041117,84.5,85,85.4,84.2,3191648825,0.647058824,0.352941176,0.250352681,0.749647319
1041118,85.5,84.8,85.5,84.2,2247669282,0.785714286,0.214285714,0.5,0.5
1041119,85.5,85.5,85.6,84.6,1564077333,0.875,0.125,0.389615703,0.610384297
1041120,86.3,86,86.3,85.6,2305776448,0.875,0.125,0.5,0.5
1041123,86.1,85.5,86.3,85.2,1497502967,0.333333333,0.666666667,0.5,0.5
1041124,85.2,84.3,85.5,84.3,1608369240,0.3,0.7,0.5,0.5
1041125,84,84.3,84.6,83.7,1459511967,0.333333333,0.666666667,0.5,0.5
1041126,85,85.4,86,84.8,1604888039,0.833333333,0.166666667,0.5,0.5
1041127,85.1,85,85.4,84.3,1224717105,0.333333333,0.666666667,0.5,0.5
1041130,83.3,84,84.8,83,6001811342,0.571428571,0.428571429,0.5,0.5
1041201,85.1,86,86,84.5,3259679297,0.625,0.375,0.339660479,0.660339521
1041202,86.1,85.7,86.2,85.1,1788756127,0.454545455,0.545454545,0.5,0.5
1041203,84.6,84.7,85.3,84.6,1226437450,0.8,0.2,0.5,0.5
1041204,84.2,84.2,84.4,83.8,1725826810,0.4,0.6,0.5,0.5
1041207,84.6,84.7,85.8,84.6,1662521802,0.846153846,0.153846154,0.5,0.5
1041208,84.9,83.9,84.9,83.9,2094142510,0.5,0.5,0.5,0.5
1041209,83.9,83.3,84.3,83.2,1685331013,0.416666667,0.583333333,0.349852256,0.650147744
1041210,83,82.9,83.3,82.5,2456073460,0.6,0.4,0.5,0.5
1041211,83.9,83.1,84,82.8,3109952200,0.714285714,0.285714286,0.5,0.5
1041214,81,80.8,81.3,80.2,3352411411,0.4,0.6,0.403359341,0.596640659
1041215,80.9,80,81.3,79.6,4110217407,0.583333333,0.416666667,0.5,0.5
1041216,81.5,80.2,81.5,79.8,2485320206,0.611111111,0.388888889,0.5,0.5
1041217,80.5,82.4,82.4,80.2,2202248163,0.769230769,0.230769231,0.435578844,0.564421156
1041218,81.4,81.2,81.7,80.9,2427897690,0.333333333,0.666666667,0.5,0.5
1041221,80.5,81.4,82,80.3,1441538823,0.75,0.25,0.5,0.5
1041222,81.4,80.7,81.7,80.5,1488918285,0.625,0.375,0.5,0.5
1041223,81,81.3,81.7,80.8,1466742122,0.5,0.5,0.5,0.5
1041224,81.7,81.6,81.9,81.4,949895215,0.714285714,0.285714286,0.5,0.5
1041225,81.5,81.6,81.8,81.1,650326356,0.571428571,0.428571429,0.362091102,0.637908898
1041228,81.5,81,81.8,81,1017461666,0.666666667,0.333333333,0.5,0.5
1041229,81,80.7,81.2,80.6,1457934197,0.222222222,0.777777778,0.5,0.5
1041230,81.1,80.9,81.2,80.6,1152238876,0.75,0.25,0.44079715,0.55920285
1041231,80.9,80.8,81.2,80.4,1112123549,0.75,0.25,0.5,0.5
1050104,81.2,79,81.2,78.6,2804319760,0.555555556,0.444444444,0.5,0.5
1050105,79,79.1,80.3,78.8,2386189217,0.444444444,0.555555556,0.5,0.5
1050106,78.3,79,79.1,77.3,3325714092,0.125,0.875,0.5,0.5
1050107,77.5,78.3,78.5,77,3145237135,0.411764706,0.588235294,0.5,0.5
1050108,77.2,78,78.3,77.2,2150126885,0.333333333,0.666666667,0.329918124,0.670081876
1050111,77.1,75.4,77.2,75.3,3941548966,0.444444444,0.555555556,0.5,0.5
1050112,76,76.3,76.5,75.4,2366446781,0.75,0.25,0.5,0.5
1050113,77,76.6,77.3,76.3,1746518147,0.4,0.6,0.33753704,0.66246296
1050114,75.3,76,76,74.6,1754900905,0.6,0.4,0.377843283,0.622156717
1050115,76.3,75.3,76.6,74.3,3005386728,0.5,0.5,0.316348498,0.683651502
1050118,73.3,74.9,75.3,73.1,1986068436,0.571428571,0.428571429,0.5,0.5
1050119,75.5,75.3,75.7,74.7,1583829584,0.5,0.5,0.5,0.5
1050120,74.9,73.1,74.9,73.1,2815100260,0.5,0.5,0.5,0.5
1050121,73.3,72.7,74.1,72.7,2306793552,0.666666667,0.333333333,0.5,0.5
1050122,73.5,74.8,74.8,73.4,2452723986,0.714285714,0.285714286,0.5,0.5
1050125,76.2,76,76.2,75.5,2057032785,0.538461538,0.461538462,0.197906076,0.802093924
1050126,75.3,75.5,75.8,75,1265015391,0.588235294,0.411764706,0.626654466,0.306678867
1050127,76,75.3,76,75.1,1382569696,0.8,0.2,0.5,0.5
1050128,73.7,75.1,75.4,73.7,2235488669,0.444444444,0.555555556,0.5,0.5
1050129,74.5,77.8,77.8,74.5,3688681070,0.571428571,0.428571429,0.5,0.5
1050130,78.1,78.2,78.7,78.1,1016178365,0.714285714,0.285714286,0.5,0.5
1050201,79.1,79.5,79.5,78.2,2380536596,0.692307692,0.307692308,0.5,0.5
1050202,79.8,78.4,79.9,78.4,1602270378,0.4375,0.5625,0.5,0.5
1050203,78,76.6,78.1,76.3,2851281820,0.428571429,0.571428571,0.5,0.5
1050215,73.9,74.7,75.5,73.8,4687062431,0.75,0.25,0.5,0.5
1050216,74.8,76.6,77,74.8,2425632902,0.583333333,0.416666667,0.5,0.5
1050217,77,76.7,77,75.6,2337961277,0.727272727,0.272727273,0.5,0.5
1050218,77,77.7,77.8,76.8,2896594654,0.586206897,0.413793103,0.23591204,0.76408796
1050219,77.7,76.7,77.7,76.2,2031965637,0.533333333,0.466666667,0.285036494,0.714963506
1050222,76.2,76.7,77.7,76.1,1475401352,0.2,0.8,0.5,0.5
1050223,76.6,77,77.2,76.6,960989945,0.5,0.5,0.5,0.5
1050224,77,76.5,78,76.2,1639110073,0.285714286,0.714285714,0.5,0.5
1050225,76.5,78.5,80,76.3,4484549498,0.6,0.4,0.148835721,0.851164279
1050226,77.5,78,78,76.5,3159358738,0.396226415,0.603773585,0.1180422,0.8819578
1050301,76.8,77.7,77.9,76.8,2601641695,0.448275862,0.551724138,0.113430607,0.886569393
1050302,78.7,79.5,79.5,78.2,2921496584,0.625,0.375,0.5,0.5
1050303,80.5,80.5,80.5,79.5,3840195571,0.47826087,0.52173913,0.5,0.5
1050304,81,82.9,83,80.5,5250696683,0.583333333,0.416666667,0.462683516,0.537316484
1050307,83.1,81.6,83.8,81.5,3415968111,0.294117647,0.705882353,0.171801037,0.828198963
1050308,81.6,83,83,81.1,2915963731,0.6,0.4,0.257113748,0.742886252
1050309,82.7,82.8,83.3,82.2,1861757709,0.5,0.5,0.5,0.5
1050310,83.3,83,83.5,82.8,1859499046,0.692307692,0.307692308,0.5,0.5
1050311,83,83.2,83.2,82.3,1775875095,0.75,0.25,0.5,0.5
1050314,83.8,84,84,83.4,2154167224,0.454545455,0.545454545,0.5,0.5
1050315,84,82.3,84.2,82,2830915164,0.5,0.5,0.5,0.5
1050316,82.6,83,84,82.6,2186537133,0.419354839,0.580645161,0.5,0.5
1050317,83.9,82.5,84.1,82.5,2127337546,0.761904762,0.238095238,0.5,0.5
1050318,83,84,84,82.9,5122968377,0.75,0.25,0.5,0.5
1050321,84.4,84.5,84.6,83.5,2195214172,0.380952381,0.619047619,0.248261305,0.751738695
1050322,84.5,84.3,84.5,83.5,1973276015,0.318181818,0.681818182,0.440363025,0.559636975
1050323,84,84.2,84.5,83.6,1829663476,0.076923077,0.923076923,0.293744716,0.662777023
1050324,84.1,84.5,84.9,83.5,1878607519,0.166666667,0.833333333,0.5,0.5
1050325,84.8,83.8,84.8,83.8,802554299,0.636363636,0.363636364,0.5,0.5
1050328,84.7,84.5,85,84.3,2193102455,0.857142857,0.142857143,0.5,0.5
1050329,85,83.7,85,83.2,2105335416,0.40625,0.59375,0.246551642,0.753448358
1050331,86.1,84.8,86.8,84,7027003188,0.672131148,0.327868852,0.424276396,0.575723604
1050401,84.1,83,84.6,83,2754116470,0.666666667,0.333333333,0.257742651,0.742257349
1050406,83.2,81.2,83.2,81.2,3499983755,0.766666667,0.233333333,0.5,0.5
1050407,81,81.5,81.9,80.3,2248151825,0.526315789,0.473684211,0.255491679,0.744508321
1050408,81.1,81.9,81.9,80.9,1560952644,0.571428571,0.428571429,0.394503362,0.605496638
1050411,81.8,81.2,81.9,80.7,908969169,0.818181818,0.181818182,0.5,0.5
1050412,81.8,82,82.6,81.2,1257932644,0.75,0.25,0.5,0.5
1050413,82.3,83.7,83.8,82.3,2844118702,0.866666667,0.133333333,0.5,0.5
1050414,83,82.4,83.8,82.4,1952127136,0.777777778,0.222222222,0.5,0.5
1050415,82.2,82.9,83.2,81.7,1528138072,0.571428571,0.428571429,0.5,0.5
1050418,83.2,82.6,83.2,82.5,1167142576,0.727272727,0.272727273,0.5,0.5
1050419,82.8,81.5,83.3,81.2,1537015121,0.875,0.125,0.5,0.5
1050420,81.1,79.2,82.4,79.2,4124103890,0.857142857,0.142857143,0.5,0.5
1050421,79.8,80.3,80.5,79.5,1671359076,0.692307692,0.307692308,0.5,0.5
1050422,81.1,81,81.1,80.3,1407072129,0.888888889,0.111111111,0.5,0.5
1050425,81.1,80.3,81.4,80.2,1128851414,0.5,0.5,0.5,0.5
1050426,80,80.2,81.2,80,1473987563,0.666666667,0.333333333,0.5,0.5
1050427,79.9,79.5,80.2,79.3,1996661601,0.75,0.25,0.5,0.5
1050428,80,78.6,80.2,78.6,2383149655,0.3,0.7,0.5,0.5
1050429,77.1,77.1,77.7,77.1,2976891928,0.6,0.4,0.5,0.5
1050503,77,75.6,77.1,75.6,2390836097,0.4,0.6,0.5,0.5
1050504,75.6,75.7,76.4,74.9,2536035474,0.785714286,0.214285714,0.294316203,0.69405589
1050505,75.7,75.4,76.1,75,1877594635,0.6875,0.3125,0.5,0.5
1050506,75.4,73.8,75.5,73.6,3427558390,0.5,0.5,0.277540783,0.692156187
